inflected form,base form,number,gender,group,case,concat form
тиндалеметрії,тиндалеметрія,1,f,inanim,D,тиндалеметрія1D
тиндалеметрію,тиндалеметрія,1,f,inanim,A,тиндалеметрія1A
тиндалеметрією,тиндалеметрія,1,f,inanim,I,тиндалеметрія1I
тиндалеметрії,тиндалеметрія,1,f,inanim,L,тиндалеметрія1L
тиндалеметріє,тиндалеметрія,1,f,inanim,V,тиндалеметрія1V
лугопарк,лугопарк,1,m,inanim,N,лугопарк1N
лугопарку,лугопарк,1,m,inanim,G,лугопарк1G
лугопаркові,лугопарк,1,m,inanim,D,лугопарк1D
лугопарку,лугопарк,1,m,inanim,D,лугопарк1D
лугопарк,лугопарк,1,m,inanim,A,лугопарк1A
лугопарком,лугопарк,1,m,inanim,I,лугопарк1I
лугопаркові,лугопарк,1,m,inanim,L,лугопарк1L
лугопарку,лугопарк,1,m,inanim,L,лугопарк1L
лугопарку,лугопарк,1,m,inanim,V,лугопарк1V
лугопарки,лугопарк,2,m,inanim,N,лугопарк2N
лугопарків,лугопарк,2,m,inanim,G,лугопарк2G
лугопаркам,лугопарк,2,m,inanim,D,лугопарк2D
лугопарки,лугопарк,2,m,inanim,A,лугопарк2A
лугопарками,лугопарк,2,m,inanim,I,лугопарк2I
лугопарках,лугопарк,2,m,inanim,L,лугопарк2L
лугопарки,лугопарк,2,m,inanim,V,лугопарк2V
задвір'я,задвір'я,1,n,inanim,N,задвір'я1N
задвір'я,задвір'я,1,n,inanim,G,задвір'я1G
задвір'ю,задвір'я,1,n,inanim,D,задвір'я1D
задвір'я,задвір'я,1,n,inanim,A,задвір'я1A
задвір'ям,задвір'я,1,n,inanim,I,задвір'я1I
задвір'ї,задвір'я,1,n,inanim,L,задвір'я1L
задвір'ю,задвір'я,1,n,inanim,L,задвір'я1L
задвір'я,задвір'я,1,n,inanim,V,задвір'я1V
задвір'я,задвір'я,2,n,inanim,N,задвір'я2N
задвір'їв,задвір'я,2,n,inanim,G,задвір'я2G
задвір'ям,задвір'я,2,n,inanim,D,задвір'я2D
задвір'я,задвір'я,2,n,inanim,A,задвір'я2A
задвір'ями,задвір'я,2,n,inanim,I,задвір'я2I
задвір'ях,задвір'я,2,n,inanim,L,задвір'я2L
задвір'я,задвір'я,2,n,inanim,V,задвір'я2V
хрестці,хрестці,2,n,inanim,N,хрестці2N
хрестців,хрестці,2,n,inanim,G,хрестці2G
хрестцям,хрестці,2,n,inanim,D,хрестці2D
хрестці,хрестці,2,n,inanim,A,хрестці2A
хрестцями,хрестці,2,n,inanim,I,хрестці2I
хрестцях,хрестці,2,n,inanim,L,хрестці2L
хрестці,хрестці,2,n,inanim,V,хрестці2V
ритвина,ритвина,1,f,inanim,N,ритвина1N
ритвини,ритвина,1,f,inanim,G,ритвина1G
ритвині,ритвина,1,f,inanim,D,ритвина1D
ритвину,ритвина,1,f,inanim,A,ритвина1A
ритвиною,ритвина,1,f,inanim,I,ритвина1I
ритвині,ритвина,1,f,inanim,L,ритвина1L
ритвино,ритвина,1,f,inanim,V,ритвина1V
ритвини,ритвина,2,f,inanim,N,ритвина2N
ритвин,ритвина,2,f,inanim,G,ритвина2G
ритвинам,ритвина,2,f,inanim,D,ритвина2D
ритвини,ритвина,2,f,inanim,A,ритвина2A
ритвинами,ритвина,2,f,inanim,I,ритвина2I
ритвинах,ритвина,2,f,inanim,L,ритвина2L
ритвини,ритвина,2,f,inanim,V,ритвина2V
відеорубрика,відеорубрика,1,f,inanim,N,відеорубрика1N
відеорубрики,відеорубрика,1,f,inanim,G,відеорубрика1G
відеорубриці,відеорубрика,1,f,inanim,D,відеорубрика1D
відеорубрику,відеорубрика,1,f,inanim,A,відеорубрика1A
відеорубрикою,відеорубрика,1,f,inanim,I,відеорубрика1I
відеорубриці,відеорубрика,1,f,inanim,L,відеорубрика1L
відеорубрико,відеорубрика,1,f,inanim,V,відеорубрика1V
відеорубрики,відеорубрика,2,f,inanim,N,відеорубрика2N
відеорубрик,відеорубрика,2,f,inanim,G,відеорубрика2G
відеорубрикам,відеорубрика,2,f,inanim,D,відеорубрика2D
відеорубрики,відеорубрика,2,f,inanim,A,відеорубрика2A
відеорубриками,відеорубрика,2,f,inanim,I,відеорубрика2I
відеорубриках,відеорубрика,2,f,inanim,L,відеорубрика2L
відеорубрики,відеорубрика,2,f,inanim,V,відеорубрика2V
підказувач,підказувач,1,m,anim,N,підказувач1N
підказувача,підказувач,1,m,anim,G,підказувач1G
підказувачеві,підказувач,1,m,anim,D,підказувач1D
підказувачу,підказувач,1,m,anim,D,підказувач1D
підказувача,підказувач,1,m,anim,A,підказувач1A
підказувачем,підказувач,1,m,anim,I,підказувач1I
підказувачеві,підказувач,1,m,anim,L,підказувач1L
підказувачі,підказувач,1,m,anim,L,підказувач1L
підказувачу,підказувач,1,m,anim,L,підказувач1L
підказувачу,підказувач,1,m,anim,V,підказувач1V
підказувачі,підказувач,2,m,anim,N,підказувач2N
підказувачів,підказувач,2,m,anim,G,підказувач2G
підказувачам,підказувач,2,m,anim,D,підказувач2D
підказувачів,підказувач,2,m,anim,A,підказувач2A
підказувачі,підказувач,2,m,anim,A,підказувач2A
підказувачами,підказувач,2,m,anim,I,підказувач2I
підказувачах,підказувач,2,m,anim,L,підказувач2L
підказувачі,підказувач,2,m,anim,V,підказувач2V
тіпання,тіпання,1,n,inanim,N,тіпання1N
тіпання,тіпання,1,n,inanim,G,тіпання1G
тіпанню,тіпання,1,n,inanim,D,тіпання1D
тіпання,тіпання,1,n,inanim,A,тіпання1A
тіпанням,тіпання,1,n,inanim,I,тіпання1I
тіпанні,тіпання,1,n,inanim,L,тіпання1L
тіпанню,тіпання,1,n,inanim,L,тіпання1L
тіпання,тіпання,1,n,inanim,V,тіпання1V
тіпання,тіпання,2,n,inanim,N,тіпання2N
тіпань,тіпання,2,n,inanim,G,тіпання2G
тіпанням,тіпання,2,n,inanim,D,тіпання2D
тіпання,тіпання,2,n,inanim,A,тіпання2A
тіпаннями,тіпання,2,n,inanim,I,тіпання2I
тіпаннях,тіпання,2,n,inanim,L,тіпання2L
тіпання,тіпання,2,n,inanim,V,тіпання2V
розклад,розклад,1,m,inanim,N,розклад1N
розкладу,розклад,1,m,inanim,G,розклад1G
розкладові,розклад,1,m,inanim,D,розклад1D
розкладу,розклад,1,m,inanim,D,розклад1D
розклад,розклад,1,m,inanim,A,розклад1A
розкладом,розклад,1,m,inanim,I,розклад1I
розкладі,розклад,1,m,inanim,L,розклад1L
розкладові,розклад,1,m,inanim,L,розклад1L
розкладу,розклад,1,m,inanim,L,розклад1L
розкладе,розклад,1,m,inanim,V,розклад1V
розклади,розклад,2,m,inanim,N,розклад2N
розкладів,розклад,2,m,inanim,G,розклад2G
розкладам,розклад,2,m,inanim,D,розклад2D
розклади,розклад,2,m,inanim,A,розклад2A
розкладами,розклад,2,m,inanim,I,розклад2I
розкладах,розклад,2,m,inanim,L,розклад2L
розклади,розклад,2,m,inanim,V,розклад2V
півсерця,півсерця,2,m,inanim,N,півсерця2N
півсерця,півсерця,2,m,inanim,G,півсерця2G
півсерця,півсерця,2,m,inanim,D,півсерця2D
півсерця,півсерця,2,m,inanim,A,півсерця2A
півсерця,півсерця,2,m,inanim,I,півсерця2I
півсерця,півсерця,2,m,inanim,L,півсерця2L
півсерця,півсерця,2,m,inanim,V,півсерця2V
гемопоез,гемопоез,1,m,inanim,N,гемопоез1N
гемопоезу,гемопоез,1,m,inanim,G,гемопоез1G
гемопоезові,гемопоез,1,m,inanim,D,гемопоез1D
гемопоезу,гемопоез,1,m,inanim,D,гемопоез1D
гемопоез,гемопоез,1,m,inanim,A,гемопоез1A
гемопоезом,гемопоез,1,m,inanim,I,гемопоез1I
гемопоезі,гемопоез,1,m,inanim,L,гемопоез1L
гемопоезові,гемопоез,1,m,inanim,L,гемопоез1L
гемопоезу,гемопоез,1,m,inanim,L,гемопоез1L
гемопоезе,гемопоез,1,m,inanim,V,гемопоез1V
гемопоези,гемопоез,2,m,inanim,N,гемопоез2N
гемопоезів,гемопоез,2,m,inanim,G,гемопоез2G
гемопоезам,гемопоез,2,m,inanim,D,гемопоез2D
гемопоези,гемопоез,2,m,inanim,A,гемопоез2A
гемопоезами,гемопоез,2,m,inanim,I,гемопоез2I
гемопоезах,гемопоез,2,m,inanim,L,гемопоез2L
гемопоези,гемопоез,2,m,inanim,V,гемопоез2V
половчан,половчан,1,m,anim,N,половчан1N
половчана,половчан,1,m,anim,G,половчан1G
половчанові,половчан,1,m,anim,D,половчан1D
половчану,половчан,1,m,anim,D,половчан1D
половчана,половчан,1,m,anim,A,половчан1A
половчаном,половчан,1,m,anim,I,половчан1I
половчані,половчан,1,m,anim,L,половчан1L
половчанові,половчан,1,m,anim,L,половчан1L
половчану,половчан,1,m,anim,L,половчан1L
половчане,половчан,1,m,anim,V,половчан1V
половчани,половчан,2,m,anim,N,половчан2N
половчанів,половчан,2,m,anim,G,половчан2G
половчанам,половчан,2,m,anim,D,половчан2D
половчанів,половчан,2,m,anim,A,половчан2A
половчани,половчан,2,m,anim,A,половчан2A
половчанами,половчан,2,m,anim,I,половчан2I
половчанах,половчан,2,m,anim,L,половчан2L
половчани,половчан,2,m,anim,V,половчан2V
доскіпливість,доскіпливість,1,f,inanim,N,доскіпливість1N
доскіпливості,доскіпливість,1,f,inanim,G,доскіпливість1G
доскіпливости,доскіпливість,1,f,inanim,G,доскіпливість1G
доскіпливості,доскіпливість,1,f,inanim,D,доскіпливість1D
доскіпливість,доскіпливість,1,f,inanim,A,доскіпливість1A
доскіпливістю,доскіпливість,1,f,inanim,I,доскіпливість1I
доскіпливості,доскіпливість,1,f,inanim,L,доскіпливість1L
доскіпливосте,доскіпливість,1,f,inanim,V,доскіпливість1V
салямі,салямі,1,f,inanim,N,салямі1N
салямі,салямі,1,f,inanim,G,салямі1G
салямі,салямі,1,f,inanim,D,салямі1D
салямі,салямі,1,f,inanim,A,салямі1A
салямі,салямі,1,f,inanim,I,салямі1I
салямі,салямі,1,f,inanim,L,салямі1L
салямі,салямі,1,f,inanim,V,салямі1V
салямі,салямі,2,f,inanim,N,салямі2N
салямі,салямі,2,f,inanim,G,салямі2G
салямі,салямі,2,f,inanim,D,салямі2D
салямі,салямі,2,f,inanim,A,салямі2A
салямі,салямі,2,f,inanim,I,салямі2I
салямі,салямі,2,f,inanim,L,салямі2L
салямі,салямі,2,f,inanim,V,салямі2V
різноквіття,різноквіття,1,n,inanim,N,різноквіття1N
різноквіття,різноквіття,1,n,inanim,G,різноквіття1G
різноквіттю,різноквіття,1,n,inanim,D,різноквіття1D
різноквіття,різноквіття,1,n,inanim,A,різноквіття1A
різноквіттям,різноквіття,1,n,inanim,I,різноквіття1I
різноквітті,різноквіття,1,n,inanim,L,різноквіття1L
різноквіттю,різноквіття,1,n,inanim,L,різноквіття1L
різноквіття,різноквіття,1,n,inanim,V,різноквіття1V
ергастоплазма,ергастоплазма,1,f,inanim,N,ергастоплазма1N
ергастоплазми,ергастоплазма,1,f,inanim,G,ергастоплазма1G
ергастоплазмі,ергастоплазма,1,f,inanim,D,ергастоплазма1D
ергастоплазму,ергастоплазма,1,f,inanim,A,ергастоплазма1A
ергастоплазмою,ергастоплазма,1,f,inanim,I,ергастоплазма1I
ергастоплазмі,ергастоплазма,1,f,inanim,L,ергастоплазма1L
ергастоплазмо,ергастоплазма,1,f,inanim,V,ергастоплазма1V
телефонія,телефонія,1,f,inanim,N,телефонія1N
телефонії,телефонія,1,f,inanim,G,телефонія1G
телефонії,телефонія,1,f,inanim,D,телефонія1D
телефонію,телефонія,1,f,inanim,A,телефонія1A
телефонією,телефонія,1,f,inanim,I,телефонія1I
телефонії,телефонія,1,f,inanim,L,телефонія1L
телефоніє,телефонія,1,f,inanim,V,телефонія1V
недоливок,недоливок,1,m,inanim,N,недоливок1N
недоливку,недоливок,1,m,inanim,G,недоливок1G
недоливкові,недоливок,1,m,inanim,D,недоливок1D
недоливку,недоливок,1,m,inanim,D,недоливок1D
недоливок,недоливок,1,m,inanim,A,недоливок1A
недоливком,недоливок,1,m,inanim,I,недоливок1I
недоливкові,недоливок,1,m,inanim,L,недоливок1L
недоливку,недоливок,1,m,inanim,L,недоливок1L
недоливку,недоливок,1,m,inanim,V,недоливок1V
недоливки,недоливок,2,m,inanim,N,недоливок2N
недоливків,недоливок,2,m,inanim,G,недоливок2G
недоливкам,недоливок,2,m,inanim,D,недоливок2D
недоливки,недоливок,2,m,inanim,A,недоливок2A
недоливками,недоливок,2,m,inanim,I,недоливок2I
недоливках,недоливок,2,m,inanim,L,недоливок2L
недоливки,недоливок,2,m,inanim,V,недоливок2V
демтабір,демтабір,1,m,inanim,N,демтабір1N
демтабору,демтабір,1,m,inanim,G,демтабір1G
демтаборові,демтабір,1,m,inanim,D,демтабір1D
демтабору,демтабір,1,m,inanim,D,демтабір1D
демтабір,демтабір,1,m,inanim,A,демтабір1A
демтабором,демтабір,1,m,inanim,I,демтабір1I
демтаборі,демтабір,1,m,inanim,L,демтабір1L
демтаборові,демтабір,1,m,inanim,L,демтабір1L
демтабору,демтабір,1,m,inanim,L,демтабір1L
демтаборе,демтабір,1,m,inanim,V,демтабір1V
коронахворий,коронахворий,1,m,anim,N,коронахворий1N
коронахворого,коронахворий,1,m,anim,G,коронахворий1G
коронахворому,коронахворий,1,m,anim,D,коронахворий1D
коронахворого,коронахворий,1,m,anim,A,коронахворий1A
коронахворим,коронахворий,1,m,anim,I,коронахворий1I
коронахворім,коронахворий,1,m,anim,L,коронахворий1L
коронахворому,коронахворий,1,m,anim,L,коронахворий1L
коронахворий,коронахворий,1,m,anim,V,коронахворий1V
коронахвора,коронахворий,1,f,anim,N,коронахворий1N
коронахворої,коронахворий,1,f,anim,G,коронахворий1G
коронахворій,коронахворий,1,f,anim,D,коронахворий1D
коронахвору,коронахворий,1,f,anim,A,коронахворий1A
коронахворою,коронахворий,1,f,anim,I,коронахворий1I
коронахворій,коронахворий,1,f,anim,L,коронахворий1L
коронахвора,коронахворий,1,f,anim,V,коронахворий1V
коронахворі,коронахворий,2,f,anim,N,коронахворий2N
коронахворих,коронахворий,2,f,anim,G,коронахворий2G
коронахворим,коронахворий,2,f,anim,D,коронахворий2D
коронахворих,коронахворий,2,f,anim,A,коронахворий2A
коронахворі,коронахворий,2,f,anim,A,коронахворий2A
коронахворими,коронахворий,2,f,anim,I,коронахворий2I
коронахворих,коронахворий,2,f,anim,L,коронахворий2L
коронахворі,коронахворий,2,f,anim,V,коронахворий2V
дрібнозем,дрібнозем,1,m,inanim,N,дрібнозем1N
дрібнозему,дрібнозем,1,m,inanim,G,дрібнозем1G
дрібноземові,дрібнозем,1,m,inanim,D,дрібнозем1D
дрібнозему,дрібнозем,1,m,inanim,D,дрібнозем1D
дрібнозем,дрібнозем,1,m,inanim,A,дрібнозем1A
дрібноземом,дрібнозем,1,m,inanim,I,дрібнозем1I
дрібноземі,дрібнозем,1,m,inanim,L,дрібнозем1L
дрібноземові,дрібнозем,1,m,inanim,L,дрібнозем1L
дрібнозему,дрібнозем,1,m,inanim,L,дрібнозем1L
дрібноземе,дрібнозем,1,m,inanim,V,дрібнозем1V
дрібноземи,дрібнозем,2,m,inanim,N,дрібнозем2N
дрібноземів,дрібнозем,2,m,inanim,G,дрібнозем2G
дрібноземам,дрібнозем,2,m,inanim,D,дрібнозем2D
дрібноземи,дрібнозем,2,m,inanim,A,дрібнозем2A
дрібноземами,дрібнозем,2,m,inanim,I,дрібнозем2I
дрібноземах,дрібнозем,2,m,inanim,L,дрібнозем2L
дрібноземи,дрібнозем,2,m,inanim,V,дрібнозем2V
бетонник,бетонник,1,m,anim,N,бетонник1N
бетонника,бетонник,1,m,anim,G,бетонник1G
бетонникові,бетонник,1,m,anim,D,бетонник1D
бетоннику,бетонник,1,m,anim,D,бетонник1D
бетонника,бетонник,1,m,anim,A,бетонник1A
бетонником,бетонник,1,m,anim,I,бетонник1I
бетонникові,бетонник,1,m,anim,L,бетонник1L
бетоннику,бетонник,1,m,anim,L,бетонник1L
бетоннику,бетонник,1,m,anim,V,бетонник1V
бетонники,бетонник,2,m,anim,N,бетонник2N
бетонників,бетонник,2,m,anim,G,бетонник2G
бетонникам,бетонник,2,m,anim,D,бетонник2D
бетонників,бетонник,2,m,anim,A,бетонник2A
бетонники,бетонник,2,m,anim,A,бетонник2A
бетонниками,бетонник,2,m,anim,I,бетонник2I
бетонниках,бетонник,2,m,anim,L,бетонник2L
бетонники,бетонник,2,m,anim,V,бетонник2V
задержаний,задержаний,1,m,anim,N,задержаний1N
задержаного,задержаний,1,m,anim,G,задержаний1G
задержаному,задержаний,1,m,anim,D,задержаний1D
задержаного,задержаний,1,m,anim,A,задержаний1A
задержаним,задержаний,1,m,anim,I,задержаний1I
задержанім,задержаний,1,m,anim,L,задержаний1L
задержаному,задержаний,1,m,anim,L,задержаний1L
задержаний,задержаний,1,m,anim,V,задержаний1V
задержана,задержаний,1,f,anim,N,задержаний1N
задержаної,задержаний,1,f,anim,G,задержаний1G
задержаній,задержаний,1,f,anim,D,задержаний1D
задержану,задержаний,1,f,anim,A,задержаний1A
задержаною,задержаний,1,f,anim,I,задержаний1I
задержаній,задержаний,1,f,anim,L,задержаний1L
задержана,задержаний,1,f,anim,V,задержаний1V
задержані,задержаний,2,f,anim,N,задержаний2N
задержаних,задержаний,2,f,anim,G,задержаний2G
задержаним,задержаний,2,f,anim,D,задержаний2D
задержаних,задержаний,2,f,anim,A,задержаний2A
задержані,задержаний,2,f,anim,A,задержаний2A
задержаними,задержаний,2,f,anim,I,задержаний2I
задержаних,задержаний,2,f,anim,L,задержаний2L
задержані,задержаний,2,f,anim,V,задержаний2V
покладення,покладення,1,n,inanim,N,покладення1N
покладення,покладення,1,n,inanim,G,покладення1G
покладенню,покладення,1,n,inanim,D,покладення1D
покладення,покладення,1,n,inanim,A,покладення1A
покладенням,покладення,1,n,inanim,I,покладення1I
покладенні,покладення,1,n,inanim,L,покладення1L
покладенню,покладення,1,n,inanim,L,покладення1L
покладення,покладення,1,n,inanim,V,покладення1V
покладення,покладення,2,n,inanim,N,покладення2N
покладень,покладення,2,n,inanim,G,покладення2G
покладенням,покладення,2,n,inanim,D,покладення2D
покладення,покладення,2,n,inanim,A,покладення2A
покладеннями,покладення,2,n,inanim,I,покладення2I
покладеннях,покладення,2,n,inanim,L,покладення2L
покладення,покладення,2,n,inanim,V,покладення2V
през,през,1,m,anim,N,през1N
преза,през,1,m,anim,G,през1G
презові,през,1,m,anim,D,през1D
презу,през,1,m,anim,D,през1D
преза,през,1,m,anim,A,през1A
презом,през,1,m,anim,I,през1I
презі,през,1,m,anim,L,през1L
презові,през,1,m,anim,L,през1L
презу,през,1,m,anim,L,през1L
презе,през,1,m,anim,V,през1V
прези,през,2,m,anim,N,през2N
презів,през,2,m,anim,G,през2G
презам,през,2,m,anim,D,през2D
презів,през,2,m,anim,A,през2A
прези,през,2,m,anim,A,през2A
презами,през,2,m,anim,I,през2I
презах,през,2,m,anim,L,през2L
прези,през,2,m,anim,V,през2V
енергоресурс,енергоресурс,1,m,inanim,N,енергоресурс1N
енергоресурсу,енергоресурс,1,m,inanim,G,енергоресурс1G
енергоресурсові,енергоресурс,1,m,inanim,D,енергоресурс1D
енергоресурсу,енергоресурс,1,m,inanim,D,енергоресурс1D
енергоресурс,енергоресурс,1,m,inanim,A,енергоресурс1A
енергоресурсом,енергоресурс,1,m,inanim,I,енергоресурс1I
енергоресурсі,енергоресурс,1,m,inanim,L,енергоресурс1L
енергоресурсові,енергоресурс,1,m,inanim,L,енергоресурс1L
енергоресурсу,енергоресурс,1,m,inanim,L,енергоресурс1L
енергоресурсе,енергоресурс,1,m,inanim,V,енергоресурс1V
енергоресурси,енергоресурс,2,m,inanim,N,енергоресурс2N
енергоресурсів,енергоресурс,2,m,inanim,G,енергоресурс2G
енергоресурсам,енергоресурс,2,m,inanim,D,енергоресурс2D
енергоресурси,енергоресурс,2,m,inanim,A,енергоресурс2A
енергоресурсами,енергоресурс,2,m,inanim,I,енергоресурс2I
енергоресурсах,енергоресурс,2,m,inanim,L,енергоресурс2L
енергоресурси,енергоресурс,2,m,inanim,V,енергоресурс2V
пом'ятість,пом'ятість,1,f,inanim,N,пом'ятість1N
пом'ятості,пом'ятість,1,f,inanim,G,пом'ятість1G
пом'ятости,пом'ятість,1,f,inanim,G,пом'ятість1G
пом'ятості,пом'ятість,1,f,inanim,D,пом'ятість1D
пом'ятість,пом'ятість,1,f,inanim,A,пом'ятість1A
пом'ятістю,пом'ятість,1,f,inanim,I,пом'ятість1I
пом'ятості,пом'ятість,1,f,inanim,L,пом'ятість1L
пом'ятосте,пом'ятість,1,f,inanim,V,пом'ятість1V
унітаризм,унітаризм,1,m,inanim,N,унітаризм1N
унітаризму,унітаризм,1,m,inanim,G,унітаризм1G
унітаризмові,унітаризм,1,m,inanim,D,унітаризм1D
унітаризму,унітаризм,1,m,inanim,D,унітаризм1D
унітаризм,унітаризм,1,m,inanim,A,унітаризм1A
унітаризмом,унітаризм,1,m,inanim,I,унітаризм1I
унітаризмі,унітаризм,1,m,inanim,L,унітаризм1L
унітаризмові,унітаризм,1,m,inanim,L,унітаризм1L
унітаризму,унітаризм,1,m,inanim,L,унітаризм1L
унітаризме,унітаризм,1,m,inanim,V,унітаризм1V
унітаризми,унітаризм,2,m,inanim,N,унітаризм2N
унітаризмів,унітаризм,2,m,inanim,G,унітаризм2G
унітаризмам,унітаризм,2,m,inanim,D,унітаризм2D
унітаризми,унітаризм,2,m,inanim,A,унітаризм2A
унітаризмами,унітаризм,2,m,inanim,I,унітаризм2I
унітаризмах,унітаризм,2,m,inanim,L,унітаризм2L
унітаризми,унітаризм,2,m,inanim,V,унітаризм2V
струмок,струмок,1,m,inanim,N,струмок1N
струмка,струмок,1,m,inanim,G,струмок1G
струмкові,струмок,1,m,inanim,D,струмок1D
струмку,струмок,1,m,inanim,D,струмок1D
струмок,струмок,1,m,inanim,A,струмок1A
струмком,струмок,1,m,inanim,I,струмок1I
струмкові,струмок,1,m,inanim,L,струмок1L
струмку,струмок,1,m,inanim,L,струмок1L
струмку,струмок,1,m,inanim,V,струмок1V
струмки,струмок,2,m,inanim,N,струмок2N
струмків,струмок,2,m,inanim,G,струмок2G
струмкам,струмок,2,m,inanim,D,струмок2D
струмки,струмок,2,m,inanim,A,струмок2A
струмками,струмок,2,m,inanim,I,струмок2I
струмках,струмок,2,m,inanim,L,струмок2L
струмки,струмок,2,m,inanim,V,струмок2V
мейкап,мейкап,1,m,inanim,N,мейкап1N
мейкапу,мейкап,1,m,inanim,G,мейкап1G
мейкапові,мейкап,1,m,inanim,D,мейкап1D
мейкапу,мейкап,1,m,inanim,D,мейкап1D
мейкап,мейкап,1,m,inanim,A,мейкап1A
мейкапом,мейкап,1,m,inanim,I,мейкап1I
мейкапі,мейкап,1,m,inanim,L,мейкап1L
мейкапові,мейкап,1,m,inanim,L,мейкап1L
мейкапу,мейкап,1,m,inanim,L,мейкап1L
мейкапе,мейкап,1,m,inanim,V,мейкап1V
душення,душення,1,n,inanim,N,душення1N
душення,душення,1,n,inanim,G,душення1G
душенню,душення,1,n,inanim,D,душення1D
душення,душення,1,n,inanim,A,душення1A
душенням,душення,1,n,inanim,I,душення1I
душенні,душення,1,n,inanim,L,душення1L
душенню,душення,1,n,inanim,L,душення1L
душення,душення,1,n,inanim,V,душення1V
триатлон,триатлон,1,m,inanim,N,триатлон1N
триатлону,триатлон,1,m,inanim,G,триатлон1G
триатлонові,триатлон,1,m,inanim,D,триатлон1D
триатлону,триатлон,1,m,inanim,D,триатлон1D
триатлон,триатлон,1,m,inanim,A,триатлон1A
триатлоном,триатлон,1,m,inanim,I,триатлон1I
триатлоні,триатлон,1,m,inanim,L,триатлон1L
триатлонові,триатлон,1,m,inanim,L,триатлон1L
триатлону,триатлон,1,m,inanim,L,триатлон1L
триатлоне,триатлон,1,m,inanim,V,триатлон1V
політпросвіта,політпросвіта,1,f,inanim,N,політпросвіта1N
політпросвіти,політпросвіта,1,f,inanim,G,політпросвіта1G
політпросвіті,політпросвіта,1,f,inanim,D,політпросвіта1D
політпросвіту,політпросвіта,1,f,inanim,A,політпросвіта1A
політпросвітою,політпросвіта,1,f,inanim,I,політпросвіта1I
політпросвіті,політпросвіта,1,f,inanim,L,політпросвіта1L
політпросвіто,політпросвіта,1,f,inanim,V,політпросвіта1V
беріївщина,беріївщина,1,f,inanim,N,беріївщина1N
беріївщини,беріївщина,1,f,inanim,G,беріївщина1G
беріївщині,беріївщина,1,f,inanim,D,беріївщина1D
беріївщину,беріївщина,1,f,inanim,A,беріївщина1A
беріївщиною,беріївщина,1,f,inanim,I,беріївщина1I
беріївщині,беріївщина,1,f,inanim,L,беріївщина1L
беріївщино,беріївщина,1,f,inanim,V,беріївщина1V
палеотипія,палеотипія,1,f,inanim,N,палеотипія1N
палеотипії,палеотипія,1,f,inanim,G,палеотипія1G
палеотипії,палеотипія,1,f,inanim,D,палеотипія1D
палеотипію,палеотипія,1,f,inanim,A,палеотипія1A
палеотипією,палеотипія,1,f,inanim,I,палеотипія1I
палеотипії,палеотипія,1,f,inanim,L,палеотипія1L
палеотипіє,палеотипія,1,f,inanim,V,палеотипія1V
дрізд,дрізд,1,m,anim,N,дрізд1N
дрозда,дрізд,1,m,anim,G,дрізд1G
дроздові,дрізд,1,m,anim,D,дрізд1D
дрозду,дрізд,1,m,anim,D,дрізд1D
дрозда,дрізд,1,m,anim,A,дрізд1A
дроздом,дрізд,1,m,anim,I,дрізд1I
дрозді,дрізд,1,m,anim,L,дрізд1L
дроздові,дрізд,1,m,anim,L,дрізд1L
дрозду,дрізд,1,m,anim,L,дрізд1L
дрозде,дрізд,1,m,anim,V,дрізд1V
дрозди,дрізд,2,m,anim,N,дрізд2N
дроздів,дрізд,2,m,anim,G,дрізд2G
дроздам,дрізд,2,m,anim,D,дрізд2D
дрозди,дрізд,2,m,anim,A,дрізд2A
дроздів,дрізд,2,m,anim,A,дрізд2A
дроздами,дрізд,2,m,anim,I,дрізд2I
дроздах,дрізд,2,m,anim,L,дрізд2L
дрозди,дрізд,2,m,anim,V,дрізд2V
заплетення,заплетення,1,n,inanim,N,заплетення1N
заплетення,заплетення,1,n,inanim,G,заплетення1G
заплетенню,заплетення,1,n,inanim,D,заплетення1D
заплетення,заплетення,1,n,inanim,A,заплетення1A
заплетенням,заплетення,1,n,inanim,I,заплетення1I
заплетенні,заплетення,1,n,inanim,L,заплетення1L
заплетенню,заплетення,1,n,inanim,L,заплетення1L
заплетення,заплетення,1,n,inanim,V,заплетення1V
стоматпослуги,стоматпослуги,2,n,inanim,N,стоматпослуги2N
стоматпослуг,стоматпослуги,2,n,inanim,G,стоматпослуги2G
стоматпослугам,стоматпослуги,2,n,inanim,D,стоматпослуги2D
стоматпослуги,стоматпослуги,2,n,inanim,A,стоматпослуги2A
стоматпослугами,стоматпослуги,2,n,inanim,I,стоматпослуги2I
стоматпослугах,стоматпослуги,2,n,inanim,L,стоматпослуги2L
стоматпослуги,стоматпослуги,2,n,inanim,V,стоматпослуги2V
пелеханка,пелеханка,1,f,anim,N,пелеханка1N
пелеханки,пелеханка,1,f,anim,G,пелеханка1G
пелеханці,пелеханка,1,f,anim,D,пелеханка1D
пелеханку,пелеханка,1,f,anim,A,пелеханка1A
пелеханкою,пелеханка,1,f,anim,I,пелеханка1I
пелеханці,пелеханка,1,f,anim,L,пелеханка1L
пелеханко,пелеханка,1,f,anim,V,пелеханка1V
пелеханки,пелеханка,2,f,anim,N,пелеханка2N
пелеханок,пелеханка,2,f,anim,G,пелеханка2G
пелеханкам,пелеханка,2,f,anim,D,пелеханка2D
пелеханок,пелеханка,2,f,anim,A,пелеханка2A
