inflected form,base form,number,gender,group,case,concat form
тектонофізиків,тектонофізик,2,m,anim,A,тектонофізик2A
тектонофізики,тектонофізик,2,m,anim,A,тектонофізик2A
тектонофізиками,тектонофізик,2,m,anim,I,тектонофізик2I
тектонофізиках,тектонофізик,2,m,anim,L,тектонофізик2L
тектонофізики,тектонофізик,2,m,anim,V,тектонофізик2V
телепостать,телепостать,1,f,inanim,N,телепостать1N
телепостаті,телепостать,1,f,inanim,G,телепостать1G
телепостаті,телепостать,1,f,inanim,D,телепостать1D
телепостать,телепостать,1,f,inanim,A,телепостать1A
телепостаттю,телепостать,1,f,inanim,I,телепостать1I
телепостаті,телепостать,1,f,inanim,L,телепостать1L
телепостате,телепостать,1,f,inanim,V,телепостать1V
телепостаті,телепостать,2,f,inanim,N,телепостать2N
телепостатей,телепостать,2,f,inanim,G,телепостать2G
телепостатям,телепостать,2,f,inanim,D,телепостать2D
телепостаті,телепостать,2,f,inanim,A,телепостать2A
телепостатями,телепостать,2,f,inanim,I,телепостать2I
телепостатях,телепостать,2,f,inanim,L,телепостать2L
телепостаті,телепостать,2,f,inanim,V,телепостать2V
негатив,негатив,1,m,inanim,N,негатив1N
негатива,негатив,1,m,inanim,G,негатив1G
негативові,негатив,1,m,inanim,D,негатив1D
негативу,негатив,1,m,inanim,D,негатив1D
негатив,негатив,1,m,inanim,A,негатив1A
негативом,негатив,1,m,inanim,I,негатив1I
негативі,негатив,1,m,inanim,L,негатив1L
негативові,негатив,1,m,inanim,L,негатив1L
негативу,негатив,1,m,inanim,L,негатив1L
негативе,негатив,1,m,inanim,V,негатив1V
негативи,негатив,2,m,inanim,N,негатив2N
негативів,негатив,2,m,inanim,G,негатив2G
негативам,негатив,2,m,inanim,D,негатив2D
негативи,негатив,2,m,inanim,A,негатив2A
негативами,негатив,2,m,inanim,I,негатив2I
негативах,негатив,2,m,inanim,L,негатив2L
негативи,негатив,2,m,inanim,V,негатив2V
негатив,негатив,1,m,inanim,N,негатив1N
негативу,негатив,1,m,inanim,G,негатив1G
негативові,негатив,1,m,inanim,D,негатив1D
негативу,негатив,1,m,inanim,D,негатив1D
негатив,негатив,1,m,inanim,A,негатив1A
негативом,негатив,1,m,inanim,I,негатив1I
негативі,негатив,1,m,inanim,L,негатив1L
негативові,негатив,1,m,inanim,L,негатив1L
негативу,негатив,1,m,inanim,L,негатив1L
негативе,негатив,1,m,inanim,V,негатив1V
негативи,негатив,2,m,inanim,N,негатив2N
негативів,негатив,2,m,inanim,G,негатив2G
негативам,негатив,2,m,inanim,D,негатив2D
негативи,негатив,2,m,inanim,A,негатив2A
негативами,негатив,2,m,inanim,I,негатив2I
негативах,негатив,2,m,inanim,L,негатив2L
негативи,негатив,2,m,inanim,V,негатив2V
мульт,мульт,1,m,inanim,N,мульт1N
мульта,мульт,1,m,inanim,G,мульт1G
мультові,мульт,1,m,inanim,D,мульт1D
мульту,мульт,1,m,inanim,D,мульт1D
мульт,мульт,1,m,inanim,A,мульт1A
мультом,мульт,1,m,inanim,I,мульт1I
мульті,мульт,1,m,inanim,L,мульт1L
мультові,мульт,1,m,inanim,L,мульт1L
мульту,мульт,1,m,inanim,L,мульт1L
мульте,мульт,1,m,inanim,V,мульт1V
мульти,мульт,2,m,inanim,N,мульт2N
мультів,мульт,2,m,inanim,G,мульт2G
мультам,мульт,2,m,inanim,D,мульт2D
мульти,мульт,2,m,inanim,A,мульт2A
мультами,мульт,2,m,inanim,I,мульт2I
мультах,мульт,2,m,inanim,L,мульт2L
мульти,мульт,2,m,inanim,V,мульт2V
носійка,носійка,1,f,anim,N,носійка1N
носійки,носійка,1,f,anim,G,носійка1G
носійці,носійка,1,f,anim,D,носійка1D
носійку,носійка,1,f,anim,A,носійка1A
носійкою,носійка,1,f,anim,I,носійка1I
носійці,носійка,1,f,anim,L,носійка1L
носійко,носійка,1,f,anim,V,носійка1V
носійки,носійка,2,f,anim,N,носійка2N
носійок,носійка,2,f,anim,G,носійка2G
носійкам,носійка,2,f,anim,D,носійка2D
носійок,носійка,2,f,anim,A,носійка2A
носійки,носійка,2,f,anim,A,носійка2A
носійками,носійка,2,f,anim,I,носійка2I
носійках,носійка,2,f,anim,L,носійка2L
носійки,носійка,2,f,anim,V,носійка2V
реселлер,реселлер,1,m,anim,N,реселлер1N
реселлера,реселлер,1,m,anim,G,реселлер1G
реселлерові,реселлер,1,m,anim,D,реселлер1D
реселлеру,реселлер,1,m,anim,D,реселлер1D
реселлера,реселлер,1,m,anim,A,реселлер1A
реселлером,реселлер,1,m,anim,I,реселлер1I
реселлері,реселлер,1,m,anim,L,реселлер1L
реселлерові,реселлер,1,m,anim,L,реселлер1L
реселлеру,реселлер,1,m,anim,L,реселлер1L
реселлере,реселлер,1,m,anim,V,реселлер1V
реселлери,реселлер,2,m,anim,N,реселлер2N
реселлерів,реселлер,2,m,anim,G,реселлер2G
реселлерам,реселлер,2,m,anim,D,реселлер2D
реселлерів,реселлер,2,m,anim,A,реселлер2A
реселлери,реселлер,2,m,anim,A,реселлер2A
реселлерами,реселлер,2,m,anim,I,реселлер2I
реселлерах,реселлер,2,m,anim,L,реселлер2L
реселлери,реселлер,2,m,anim,V,реселлер2V
неамбітність,неамбітність,1,f,inanim,N,неамбітність1N
неамбітності,неамбітність,1,f,inanim,G,неамбітність1G
неамбітности,неамбітність,1,f,inanim,G,неамбітність1G
неамбітності,неамбітність,1,f,inanim,D,неамбітність1D
неамбітність,неамбітність,1,f,inanim,A,неамбітність1A
неамбітністю,неамбітність,1,f,inanim,I,неамбітність1I
неамбітності,неамбітність,1,f,inanim,L,неамбітність1L
неамбітносте,неамбітність,1,f,inanim,V,неамбітність1V
портупея,портупея,1,f,inanim,N,портупея1N
портупеї,портупея,1,f,inanim,G,портупея1G
портупеї,портупея,1,f,inanim,D,портупея1D
портупею,портупея,1,f,inanim,A,портупея1A
портупеєю,портупея,1,f,inanim,I,портупея1I
портупеї,портупея,1,f,inanim,L,портупея1L
портупеє,портупея,1,f,inanim,V,портупея1V
портупеї,портупея,2,f,inanim,N,портупея2N
портупей,портупея,2,f,inanim,G,портупея2G
портупеям,портупея,2,f,inanim,D,портупея2D
портупеї,портупея,2,f,inanim,A,портупея2A
портупеями,портупея,2,f,inanim,I,портупея2I
портупеях,портупея,2,f,inanim,L,портупея2L
портупеї,портупея,2,f,inanim,V,портупея2V
віспинка,віспинка,1,f,inanim,N,віспинка1N
віспинки,віспинка,1,f,inanim,G,віспинка1G
віспинці,віспинка,1,f,inanim,D,віспинка1D
віспинку,віспинка,1,f,inanim,A,віспинка1A
віспинкою,віспинка,1,f,inanim,I,віспинка1I
віспинці,віспинка,1,f,inanim,L,віспинка1L
віспинко,віспинка,1,f,inanim,V,віспинка1V
віспинки,віспинка,2,f,inanim,N,віспинка2N
віспинок,віспинка,2,f,inanim,G,віспинка2G
віспинкам,віспинка,2,f,inanim,D,віспинка2D
віспинки,віспинка,2,f,inanim,A,віспинка2A
віспинками,віспинка,2,f,inanim,I,віспинка2I
віспинках,віспинка,2,f,inanim,L,віспинка2L
віспинки,віспинка,2,f,inanim,V,віспинка2V
стріха,стріха,1,f,inanim,N,стріха1N
стріхи,стріха,1,f,inanim,G,стріха1G
стрісі,стріха,1,f,inanim,D,стріха1D
стріху,стріха,1,f,inanim,A,стріха1A
стріхою,стріха,1,f,inanim,I,стріха1I
стрісі,стріха,1,f,inanim,L,стріха1L
стріхо,стріха,1,f,inanim,V,стріха1V
стріхи,стріха,2,f,inanim,N,стріха2N
стріх,стріха,2,f,inanim,G,стріха2G
стріхам,стріха,2,f,inanim,D,стріха2D
стріхи,стріха,2,f,inanim,A,стріха2A
стріхами,стріха,2,f,inanim,I,стріха2I
стріхах,стріха,2,f,inanim,L,стріха2L
стріхи,стріха,2,f,inanim,V,стріха2V
стрінги,стрінги,2,f,inanim,N,стрінги2N
стрінгів,стрінги,2,f,inanim,G,стрінги2G
стрінгам,стрінги,2,f,inanim,D,стрінги2D
стрінги,стрінги,2,f,inanim,A,стрінги2A
стрінгами,стрінги,2,f,inanim,I,стрінги2I
стрінгах,стрінги,2,f,inanim,L,стрінги2L
стрінги,стрінги,2,f,inanim,V,стрінги2V
баталер,баталер,1,m,anim,N,баталер1N
баталера,баталер,1,m,anim,G,баталер1G
баталерові,баталер,1,m,anim,D,баталер1D
баталеру,баталер,1,m,anim,D,баталер1D
баталера,баталер,1,m,anim,A,баталер1A
баталером,баталер,1,m,anim,I,баталер1I
баталері,баталер,1,m,anim,L,баталер1L
баталерові,баталер,1,m,anim,L,баталер1L
баталеру,баталер,1,m,anim,L,баталер1L
баталере,баталер,1,m,anim,V,баталер1V
баталери,баталер,2,m,anim,N,баталер2N
баталерів,баталер,2,m,anim,G,баталер2G
баталерам,баталер,2,m,anim,D,баталер2D
баталерів,баталер,2,m,anim,A,баталер2A
баталери,баталер,2,m,anim,A,баталер2A
баталерами,баталер,2,m,anim,I,баталер2I
баталерах,баталер,2,m,anim,L,баталер2L
баталери,баталер,2,m,anim,V,баталер2V
підлютування,підлютування,1,n,inanim,N,підлютування1N
підлютування,підлютування,1,n,inanim,G,підлютування1G
підлютуванню,підлютування,1,n,inanim,D,підлютування1D
підлютування,підлютування,1,n,inanim,A,підлютування1A
підлютуванням,підлютування,1,n,inanim,I,підлютування1I
підлютуванні,підлютування,1,n,inanim,L,підлютування1L
підлютуванню,підлютування,1,n,inanim,L,підлютування1L
підлютування,підлютування,1,n,inanim,V,підлютування1V
мироварник,мироварник,1,m,anim,N,мироварник1N
мироварника,мироварник,1,m,anim,G,мироварник1G
мироварникові,мироварник,1,m,anim,D,мироварник1D
мироварнику,мироварник,1,m,anim,D,мироварник1D
мироварника,мироварник,1,m,anim,A,мироварник1A
мироварником,мироварник,1,m,anim,I,мироварник1I
мироварникові,мироварник,1,m,anim,L,мироварник1L
мироварнику,мироварник,1,m,anim,L,мироварник1L
мироварнику,мироварник,1,m,anim,V,мироварник1V
мироварники,мироварник,2,m,anim,N,мироварник2N
мироварників,мироварник,2,m,anim,G,мироварник2G
мироварникам,мироварник,2,m,anim,D,мироварник2D
мироварників,мироварник,2,m,anim,A,мироварник2A
мироварники,мироварник,2,m,anim,A,мироварник2A
мироварниками,мироварник,2,m,anim,I,мироварник2I
мироварниках,мироварник,2,m,anim,L,мироварник2L
мироварники,мироварник,2,m,anim,V,мироварник2V
медіумізм,медіумізм,1,m,inanim,N,медіумізм1N
медіумізму,медіумізм,1,m,inanim,G,медіумізм1G
медіумізмові,медіумізм,1,m,inanim,D,медіумізм1D
медіумізму,медіумізм,1,m,inanim,D,медіумізм1D
медіумізм,медіумізм,1,m,inanim,A,медіумізм1A
медіумізмом,медіумізм,1,m,inanim,I,медіумізм1I
медіумізмі,медіумізм,1,m,inanim,L,медіумізм1L
медіумізмові,медіумізм,1,m,inanim,L,медіумізм1L
медіумізму,медіумізм,1,m,inanim,L,медіумізм1L
медіумізме,медіумізм,1,m,inanim,V,медіумізм1V
протиобліднювач,протиобліднювач,1,m,inanim,N,протиобліднювач1N
протиобліднювача,протиобліднювач,1,m,inanim,G,протиобліднювач1G
протиобліднювачеві,протиобліднювач,1,m,inanim,D,протиобліднювач1D
протиобліднювачу,протиобліднювач,1,m,inanim,D,протиобліднювач1D
протиобліднювач,протиобліднювач,1,m,inanim,A,протиобліднювач1A
протиобліднювачем,протиобліднювач,1,m,inanim,I,протиобліднювач1I
протиобліднювачеві,протиобліднювач,1,m,inanim,L,протиобліднювач1L
протиобліднювачі,протиобліднювач,1,m,inanim,L,протиобліднювач1L
протиобліднювачу,протиобліднювач,1,m,inanim,L,протиобліднювач1L
протиобліднювачу,протиобліднювач,1,m,inanim,V,протиобліднювач1V
протиобліднювачі,протиобліднювач,2,m,inanim,N,протиобліднювач2N
протиобліднювачів,протиобліднювач,2,m,inanim,G,протиобліднювач2G
протиобліднювачам,протиобліднювач,2,m,inanim,D,протиобліднювач2D
протиобліднювачі,протиобліднювач,2,m,inanim,A,протиобліднювач2A
протиобліднювачами,протиобліднювач,2,m,inanim,I,протиобліднювач2I
протиобліднювачах,протиобліднювач,2,m,inanim,L,протиобліднювач2L
протиобліднювачі,протиобліднювач,2,m,inanim,V,протиобліднювач2V
паранджа,паранджа,1,f,inanim,N,паранджа1N
паранджі,паранджа,1,f,inanim,G,паранджа1G
паранджі,паранджа,1,f,inanim,D,паранджа1D
паранджу,паранджа,1,f,inanim,A,паранджа1A
паранджею,паранджа,1,f,inanim,I,паранджа1I
паранджі,паранджа,1,f,inanim,L,паранджа1L
парандже,паранджа,1,f,inanim,V,паранджа1V
паранджі,паранджа,2,f,inanim,N,паранджа2N
парандж,паранджа,2,f,inanim,G,паранджа2G
паранджам,паранджа,2,f,inanim,D,паранджа2D
паранджі,паранджа,2,f,inanim,A,паранджа2A
паранджами,паранджа,2,f,inanim,I,паранджа2I
паранджах,паранджа,2,f,inanim,L,паранджа2L
паранджі,паранджа,2,f,inanim,V,паранджа2V
засмагання,засмагання,1,n,inanim,N,засмагання1N
засмагання,засмагання,1,n,inanim,G,засмагання1G
засмаганню,засмагання,1,n,inanim,D,засмагання1D
засмагання,засмагання,1,n,inanim,A,засмагання1A
засмаганням,засмагання,1,n,inanim,I,засмагання1I
засмаганні,засмагання,1,n,inanim,L,засмагання1L
засмаганню,засмагання,1,n,inanim,L,засмагання1L
засмагання,засмагання,1,n,inanim,V,засмагання1V
скориночка,скориночка,1,f,inanim,N,скориночка1N
скориночки,скориночка,1,f,inanim,G,скориночка1G
скориночці,скориночка,1,f,inanim,D,скориночка1D
скориночку,скориночка,1,f,inanim,A,скориночка1A
скориночкою,скориночка,1,f,inanim,I,скориночка1I
скориночці,скориночка,1,f,inanim,L,скориночка1L
скориночко,скориночка,1,f,inanim,V,скориночка1V
скориночки,скориночка,2,f,inanim,N,скориночка2N
скориночок,скориночка,2,f,inanim,G,скориночка2G
скориночкам,скориночка,2,f,inanim,D,скориночка2D
скориночки,скориночка,2,f,inanim,A,скориночка2A
скориночками,скориночка,2,f,inanim,I,скориночка2I
скориночках,скориночка,2,f,inanim,L,скориночка2L
скориночки,скориночка,2,f,inanim,V,скориночка2V
хаб,хаб,1,m,inanim,N,хаб1N
хабу,хаб,1,m,inanim,G,хаб1G
хаба,хаб,1,m,inanim,G,хаб1G
хабові,хаб,1,m,inanim,D,хаб1D
хабу,хаб,1,m,inanim,D,хаб1D
хаб,хаб,1,m,inanim,A,хаб1A
хабом,хаб,1,m,inanim,I,хаб1I
хабі,хаб,1,m,inanim,L,хаб1L
хабові,хаб,1,m,inanim,L,хаб1L
хабу,хаб,1,m,inanim,L,хаб1L
хабе,хаб,1,m,inanim,V,хаб1V
хаби,хаб,2,m,inanim,N,хаб2N
хабів,хаб,2,m,inanim,G,хаб2G
хабам,хаб,2,m,inanim,D,хаб2D
хаби,хаб,2,m,inanim,A,хаб2A
хабами,хаб,2,m,inanim,I,хаб2I
хабах,хаб,2,m,inanim,L,хаб2L
хаби,хаб,2,m,inanim,V,хаб2V
інженер-конструктор,інженер-конструктор,1,m,anim,N,інженер-конструктор1N
інженера-конструктора,інженер-конструктор,1,m,anim,G,інженер-конструктор1G
інженерові-конструкторові,інженер-конструктор,1,m,anim,D,інженер-конструктор1D
інженерові-конструктору,інженер-конструктор,1,m,anim,D,інженер-конструктор1D
інженеру-конструкторові,інженер-конструктор,1,m,anim,D,інженер-конструктор1D
інженеру-конструктору,інженер-конструктор,1,m,anim,D,інженер-конструктор1D
інженера-конструктора,інженер-конструктор,1,m,anim,A,інженер-конструктор1A
інженером-конструктором,інженер-конструктор,1,m,anim,I,інженер-конструктор1I
інженері-конструкторі,інженер-конструктор,1,m,anim,L,інженер-конструктор1L
інженері-конструкторові,інженер-конструктор,1,m,anim,L,інженер-конструктор1L
інженері-конструктору,інженер-конструктор,1,m,anim,L,інженер-конструктор1L
інженерові-конструкторі,інженер-конструктор,1,m,anim,L,інженер-конструктор1L
інженерові-конструкторові,інженер-конструктор,1,m,anim,L,інженер-конструктор1L
інженерові-конструктору,інженер-конструктор,1,m,anim,L,інженер-конструктор1L
інженеру-конструкторі,інженер-конструктор,1,m,anim,L,інженер-конструктор1L
інженеру-конструкторові,інженер-конструктор,1,m,anim,L,інженер-конструктор1L
інженеру-конструктору,інженер-конструктор,1,m,anim,L,інженер-конструктор1L
інженере-конструкторе,інженер-конструктор,1,m,anim,V,інженер-конструктор1V
інженери-конструктори,інженер-конструктор,2,m,anim,N,інженер-конструктор2N
інженерів-конструкторів,інженер-конструктор,2,m,anim,G,інженер-конструктор2G
інженерам-конструкторам,інженер-конструктор,2,m,anim,D,інженер-конструктор2D
інженерів-конструкторів,інженер-конструктор,2,m,anim,A,інженер-конструктор2A
інженери-конструктори,інженер-конструктор,2,m,anim,A,інженер-конструктор2A
інженерами-конструкторами,інженер-конструктор,2,m,anim,I,інженер-конструктор2I
інженерах-конструкторах,інженер-конструктор,2,m,anim,L,інженер-конструктор2L
інженери-конструктори,інженер-конструктор,2,m,anim,V,інженер-конструктор2V
трихофітія,трихофітія,1,f,inanim,N,трихофітія1N
трихофітії,трихофітія,1,f,inanim,G,трихофітія1G
трихофітії,трихофітія,1,f,inanim,D,трихофітія1D
трихофітію,трихофітія,1,f,inanim,A,трихофітія1A
трихофітією,трихофітія,1,f,inanim,I,трихофітія1I
трихофітії,трихофітія,1,f,inanim,L,трихофітія1L
трихофітіє,трихофітія,1,f,inanim,V,трихофітія1V
абонент,абонент,1,m,anim,N,абонент1N
абонента,абонент,1,m,anim,G,абонент1G
абонентові,абонент,1,m,anim,D,абонент1D
абоненту,абонент,1,m,anim,D,абонент1D
абонента,абонент,1,m,anim,A,абонент1A
абонентом,абонент,1,m,anim,I,абонент1I
абоненті,абонент,1,m,anim,L,абонент1L
абонентові,абонент,1,m,anim,L,абонент1L
абоненту,абонент,1,m,anim,L,абонент1L
абоненте,абонент,1,m,anim,V,абонент1V
абоненти,абонент,2,m,anim,N,абонент2N
абонентів,абонент,2,m,anim,G,абонент2G
абонентам,абонент,2,m,anim,D,абонент2D
абонентів,абонент,2,m,anim,A,абонент2A
абоненти,абонент,2,m,anim,A,абонент2A
абонентами,абонент,2,m,anim,I,абонент2I
абонентах,абонент,2,m,anim,L,абонент2L
абоненти,абонент,2,m,anim,V,абонент2V
бронтотерій,бронтотерій,1,m,anim,N,бронтотерій1N
бронтотерія,бронтотерій,1,m,anim,G,бронтотерій1G
бронтотерієві,бронтотерій,1,m,anim,D,бронтотерій1D
бронтотерію,бронтотерій,1,m,anim,D,бронтотерій1D
бронтотерія,бронтотерій,1,m,anim,A,бронтотерій1A
бронтотерієм,бронтотерій,1,m,anim,I,бронтотерій1I
бронтотерієві,бронтотерій,1,m,anim,L,бронтотерій1L
бронтотерії,бронтотерій,1,m,anim,L,бронтотерій1L
бронтотерію,бронтотерій,1,m,anim,L,бронтотерій1L
бронтотерію,бронтотерій,1,m,anim,V,бронтотерій1V
бронтотерії,бронтотерій,2,m,anim,N,бронтотерій2N
бронтотеріїв,бронтотерій,2,m,anim,G,бронтотерій2G
бронтотеріям,бронтотерій,2,m,anim,D,бронтотерій2D
бронтотерії,бронтотерій,2,m,anim,A,бронтотерій2A
бронтотеріїв,бронтотерій,2,m,anim,A,бронтотерій2A
бронтотеріями,бронтотерій,2,m,anim,I,бронтотерій2I
бронтотеріях,бронтотерій,2,m,anim,L,бронтотерій2L
бронтотерії,бронтотерій,2,m,anim,V,бронтотерій2V
малюк,малюк,1,m,anim,N,малюк1N
малюка,малюк,1,m,anim,G,малюк1G
малюкові,малюк,1,m,anim,D,малюк1D
малюку,малюк,1,m,anim,D,малюк1D
малюка,малюк,1,m,anim,A,малюк1A
малюком,малюк,1,m,anim,I,малюк1I
малюкові,малюк,1,m,anim,L,малюк1L
малюку,малюк,1,m,anim,L,малюк1L
малюче,малюк,1,m,anim,V,малюк1V
малюки,малюк,2,m,anim,N,малюк2N
малюків,малюк,2,m,anim,G,малюк2G
малюкам,малюк,2,m,anim,D,малюк2D
малюків,малюк,2,m,anim,A,малюк2A
малюки,малюк,2,m,anim,A,малюк2A
малюками,малюк,2,m,anim,I,малюк2I
малюках,малюк,2,m,anim,L,малюк2L
малюки,малюк,2,m,anim,V,малюк2V
автовиробник,автовиробник,1,m,anim,N,автовиробник1N
автовиробника,автовиробник,1,m,anim,G,автовиробник1G
автовиробникові,автовиробник,1,m,anim,D,автовиробник1D
автовиробнику,автовиробник,1,m,anim,D,автовиробник1D
автовиробника,автовиробник,1,m,anim,A,автовиробник1A
автовиробником,автовиробник,1,m,anim,I,автовиробник1I
автовиробникові,автовиробник,1,m,anim,L,автовиробник1L
автовиробнику,автовиробник,1,m,anim,L,автовиробник1L
автовиробнику,автовиробник,1,m,anim,V,автовиробник1V
автовиробники,автовиробник,2,m,anim,N,автовиробник2N
автовиробників,автовиробник,2,m,anim,G,автовиробник2G
автовиробникам,автовиробник,2,m,anim,D,автовиробник2D
автовиробників,автовиробник,2,m,anim,A,автовиробник2A
автовиробники,автовиробник,2,m,anim,A,автовиробник2A
автовиробниками,автовиробник,2,m,anim,I,автовиробник2I
автовиробниках,автовиробник,2,m,anim,L,автовиробник2L
автовиробники,автовиробник,2,m,anim,V,автовиробник2V
піднесення,піднесення,1,n,inanim,N,піднесення1N
піднесення,піднесення,1,n,inanim,G,піднесення1G
піднесенню,піднесення,1,n,inanim,D,піднесення1D
піднесення,піднесення,1,n,inanim,A,піднесення1A
піднесенням,піднесення,1,n,inanim,I,піднесення1I
піднесенні,піднесення,1,n,inanim,L,піднесення1L
піднесенню,піднесення,1,n,inanim,L,піднесення1L
піднесення,піднесення,1,n,inanim,V,піднесення1V
піднесення,піднесення,2,n,inanim,N,піднесення2N
піднесень,піднесення,2,n,inanim,G,піднесення2G
піднесенням,піднесення,2,n,inanim,D,піднесення2D
піднесення,піднесення,2,n,inanim,A,піднесення2A
піднесеннями,піднесення,2,n,inanim,I,піднесення2I
піднесеннях,піднесення,2,n,inanim,L,піднесення2L
піднесення,піднесення,2,n,inanim,V,піднесення2V
медіакоординатор,медіакоординатор,1,m,anim,N,медіакоординатор1N
медіакоординатора,медіакоординатор,1,m,anim,G,медіакоординатор1G
медіакоординаторові,медіакоординатор,1,m,anim,D,медіакоординатор1D
медіакоординатору,медіакоординатор,1,m,anim,D,медіакоординатор1D
медіакоординатора,медіакоординатор,1,m,anim,A,медіакоординатор1A
медіакоординатором,медіакоординатор,1,m,anim,I,медіакоординатор1I
медіакоординаторі,медіакоординатор,1,m,anim,L,медіакоординатор1L
медіакоординаторові,медіакоординатор,1,m,anim,L,медіакоординатор1L
медіакоординатору,медіакоординатор,1,m,anim,L,медіакоординатор1L
медіакоординаторе,медіакоординатор,1,m,anim,V,медіакоординатор1V
медіакоординатори,медіакоординатор,2,m,anim,N,медіакоординатор2N
медіакоординаторів,медіакоординатор,2,m,anim,G,медіакоординатор2G
медіакоординаторам,медіакоординатор,2,m,anim,D,медіакоординатор2D
медіакоординаторів,медіакоординатор,2,m,anim,A,медіакоординатор2A
медіакоординатори,медіакоординатор,2,m,anim,A,медіакоординатор2A
медіакоординаторами,медіакоординатор,2,m,anim,I,медіакоординатор2I
медіакоординаторах,медіакоординатор,2,m,anim,L,медіакоординатор2L
медіакоординатори,медіакоординатор,2,m,anim,V,медіакоординатор2V
скандальність,скандальність,1,f,inanim,N,скандальність1N
скандальності,скандальність,1,f,inanim,G,скандальність1G
скандальности,скандальність,1,f,inanim,G,скандальність1G
скандальності,скандальність,1,f,inanim,D,скандальність1D
скандальність,скандальність,1,f,inanim,A,скандальність1A
скандальністю,скандальність,1,f,inanim,I,скандальність1I
скандальності,скандальність,1,f,inanim,L,скандальність1L
скандальносте,скандальність,1,f,inanim,V,скандальність1V
скандальності,скандальність,2,f,inanim,N,скандальність2N
скандальностей,скандальність,2,f,inanim,G,скандальність2G
скандальностям,скандальність,2,f,inanim,D,скандальність2D
скандальності,скандальність,2,f,inanim,A,скандальність2A
скандальностями,скандальність,2,f,inanim,I,скандальність2I
скандальностях,скандальність,2,f,inanim,L,скандальність2L
скандальності,скандальність,2,f,inanim,V,скандальність2V
дисульфан,дисульфан,1,m,inanim,N,дисульфан1N
дисульфану,дисульфан,1,m,inanim,G,дисульфан1G
дисульфанові,дисульфан,1,m,inanim,D,дисульфан1D
дисульфану,дисульфан,1,m,inanim,D,дисульфан1D
дисульфан,дисульфан,1,m,inanim,A,дисульфан1A
дисульфаном,дисульфан,1,m,inanim,I,дисульфан1I
дисульфані,дисульфан,1,m,inanim,L,дисульфан1L
дисульфанові,дисульфан,1,m,inanim,L,дисульфан1L
дисульфану,дисульфан,1,m,inanim,L,дисульфан1L
дисульфане,дисульфан,1,m,inanim,V,дисульфан1V
дисульфани,дисульфан,2,m,inanim,N,дисульфан2N
дисульфанів,дисульфан,2,m,inanim,G,дисульфан2G
дисульфанам,дисульфан,2,m,inanim,D,дисульфан2D
дисульфани,дисульфан,2,m,inanim,A,дисульфан2A
дисульфанами,дисульфан,2,m,inanim,I,дисульфан2I
дисульфанах,дисульфан,2,m,inanim,L,дисульфан2L
дисульфани,дисульфан,2,m,inanim,V,дисульфан2V
натертя,натертя,1,n,inanim,N,натертя1N
натертя,натертя,1,n,inanim,G,натертя1G
натертю,натертя,1,n,inanim,D,натертя1D
натертя,натертя,1,n,inanim,A,натертя1A
натертям,натертя,1,n,inanim,I,натертя1I
натерті,натертя,1,n,inanim,L,натертя1L
натертю,натертя,1,n,inanim,L,натертя1L
натертя,натертя,1,n,inanim,V,натертя1V
натертя,натертя,2,n,inanim,N,натертя2N
натертів,натертя,2,n,inanim,G,натертя2G
натертям,натертя,2,n,inanim,D,натертя2D
натертя,натертя,2,n,inanim,A,натертя2A
натертями,натертя,2,n,inanim,I,натертя2I
натертях,натертя,2,n,inanim,L,натертя2L
натертя,натертя,2,n,inanim,V,натертя2V
стереовізор,стереовізор,1,m,inanim,N,стереовізор1N
стереовізора,стереовізор,1,m,inanim,G,стереовізор1G
стереовізорові,стереовізор,1,m,inanim,D,стереовізор1D
стереовізору,стереовізор,1,m,inanim,D,стереовізор1D
стереовізор,стереовізор,1,m,inanim,A,стереовізор1A
стереовізором,стереовізор,1,m,inanim,I,стереовізор1I
стереовізорі,стереовізор,1,m,inanim,L,стереовізор1L
стереовізорові,стереовізор,1,m,inanim,L,стереовізор1L
стереовізору,стереовізор,1,m,inanim,L,стереовізор1L
стереовізоре,стереовізор,1,m,inanim,V,стереовізор1V
стереовізори,стереовізор,2,m,inanim,N,стереовізор2N
стереовізорів,стереовізор,2,m,inanim,G,стереовізор2G
стереовізорам,стереовізор,2,m,inanim,D,стереовізор2D
стереовізори,стереовізор,2,m,inanim,A,стереовізор2A
стереовізорами,стереовізор,2,m,inanim,I,стереовізор2I
стереовізорах,стереовізор,2,m,inanim,L,стереовізор2L
стереовізори,стереовізор,2,m,inanim,V,стереовізор2V
плодознімання,плодознімання,1,n,inanim,N,плодознімання1N
плодознімання,плодознімання,1,n,inanim,G,плодознімання1G
плодозніманню,плодознімання,1,n,inanim,D,плодознімання1D
плодознімання,плодознімання,1,n,inanim,A,плодознімання1A
плодозніманням,плодознімання,1,n,inanim,I,плодознімання1I
плодозніманні,плодознімання,1,n,inanim,L,плодознімання1L
плодозніманню,плодознімання,1,n,inanim,L,плодознімання1L
плодознімання,плодознімання,1,n,inanim,V,плодознімання1V
плодознімання,плодознімання,2,n,inanim,N,плодознімання2N
плодознімань,плодознімання,2,n,inanim,G,плодознімання2G
плодозніманням,плодознімання,2,n,inanim,D,плодознімання2D
плодознімання,плодознімання,2,n,inanim,A,плодознімання2A
плодозніманнями,плодознімання,2,n,inanim,I,плодознімання2I
плодозніманнях,плодознімання,2,n,inanim,L,плодознімання2L
